CourseId,CourseName,GPA,NeuId,Plagiarism,Retake,Term,Year
CS 7990,Thesis,3.65,047,No,No,SPRING,2016
CS 8982,Readings,3.73,047,No,No,SPRING,2016
CS 5800,Algorithms,3.45,047,No,No,SPRING,2016
CS 6220,Data Mining Techniques,3.52,047,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.68,048,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.3,048,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.47,048,No,No,SPRING,2016
CS 5006,Algorithms,3.29,048,No,No,SPRING,2016
CS 5007,Computer Systems,3.36,048,No,No,FALL,2016
CS 7780,Special Topics in Networks,3.37,048,No,No,FALL,2016
CS 8982,Readings,3.35,048,No,No,FALL,2016
CS 5750,Social Computing,3.61,048,No,No,FALL,2016
CS 6110,Knowledge-Based Systems,3.66,048,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.4,049,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.41,049,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.3,049,No,No,SPRING,2017
CS 5006,Algorithms,3.46,049,No,No,FALL,2017
CS 5007,Computer Systems,3.57,049,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.51,050,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.41,050,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.35,050,No,No,SPRING,2016
CS 5006,Algorithms,3.36,050,No,No,SPRING,2016
CS 5007,Computer Systems,3.56,050,No,No,FALL,2016
CS 6515,Software Development,3.6,050,No,No,FALL,2016
CS 7770,Seminar in Computer Networks,3.75,050,No,No,SPRING,2016
CS 6240,Large-Scale Parallel Data Processing,3.27,050,No,No,SPRING,2016
CS 6810,Distributed Algorithms,3.58,050,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.48,051,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.53,051,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.12,051,No,No,FALL,2017
CS 5006,Algorithms,3.41,051,No,No,FALL,2017
CS 5007,Computer Systems,3.5,051,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.8,052,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.72,052,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.51,052,No,No,FALL,2015
CS 5006,Algorithms,3.57,052,No,No,SPRING,2015
CS 5007,Computer Systems,3.63,052,No,No,SPRING,2015
CS 7680,Special Topics in Computer Systems,3.48,052,No,No,SPRING,2015
CS 5500,Managing Software Development,3.59,052,No,No,FALL,2015
CS 6240,Large-Scale Parallel Data Processing,3.7,052,No,No,FALL,2015
CS 5800,Algorithms,3.31,052,No,No,SPRING,2015
CS 5850,Building Game Engines,3.86,052,No,No,FALL,2015
CS 7370,Seminar in Graphics/Image Processing,3.63,052,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.75,053,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.3,053,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.4,053,No,No,SPRING,2015
CS 5006,Algorithms,3.61,053,No,No,FALL,2015
CS 5007,Computer Systems,3.53,053,No,No,FALL,2015
CS 7880,Special Topics in Theories of Computer Science,3.45,053,No,No,SPRING,2015
CS 7140,Advanced Machine Learning,3.37,053,No,No,FALL,2015
CS 6760,"Privacy, Security, and Usability",3.24,053,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.69,053,No,No,SPRING,2015
CS 6410,Compilers,3.65,053,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.15,053,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.53,054,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.22,054,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.39,054,No,No,FALL,2017
CS 5006,Algorithms,3.47,054,No,No,SPRING,2017
CS 5007,Computer Systems,3.33,054,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.33,055,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.66,055,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.54,055,No,No,FALL,2015
CS 5006,Algorithms,3.43,055,No,No,FALL,2015
CS 5007,Computer Systems,3.54,055,No,No,SPRING,2015
CS 5350,Applied Geometric Representation and Computation,3.39,055,No,No,SPRING,2015
CS 6710,Wireless Network,3.51,055,No,No,FALL,2015
CS 5150,Game Artificial Intelligence,3.43,055,No,No,FALL,2015
CS 6350,Empirical Research Methods,3.49,055,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.65,055,No,No,SPRING,2015
CS 5800,Algorithms,3.66,055,No,No,FALL,2015
CS 5600,Computer Systems,3.55,055,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.77,056,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.54,056,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.54,056,No,No,SPRING,2017
CS 5006,Algorithms,3.38,056,No,No,SPRING,2017
CS 5007,Computer Systems,3.34,056,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.33,057,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.42,057,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.34,057,No,No,SPRING,2015
CS 5006,Algorithms,3.66,057,No,No,SPRING,2015
CS 5007,Computer Systems,3.61,057,No,No,FALL,2015
CS 5310,Computer Graphics,3.37,057,No,No,SPRING,2015
CS 6240,Large-Scale Parallel Data Processing,3.66,057,No,No,FALL,2015
CS 5200,Database Management Systems,3.59,057,No,No,SPRING,2015
CS 7580,Special Topics in Software Engineering,3.46,057,No,No,FALL,2015
CS 5150,Game Artificial Intelligence,3.4,057,No,No,FALL,2015
CS 5600,Computer Systems,3.44,057,No,No,FALL,2015
CS 6350,Empirical Research Methods,3.57,057,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.61,058,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.65,058,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.39,058,No,No,FALL,2015
CS 5006,Algorithms,3.36,058,No,No,FALL,2015
CS 5007,Computer Systems,3.33,058,No,No,SPRING,2015
CS 6310,Computational Imaging,3.38,058,No,No,FALL,2015
CS 5770,Software Vulnerabilities and Security,3.9,058,No,No,SPRING,2015
CS 5010,Programming Design Paradigm,3.62,058,No,No,FALL,2015
CS 5650,High Performance Computing,3.51,058,No,No,FALL,2015
CS 5200,Database Management Systems,3.86,058,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.56,059,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.54,059,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.66,059,No,No,SPRING,2015
CS 5006,Algorithms,3.69,059,No,No,SPRING,2015
CS 5007,Computer Systems,3.53,059,No,No,SPRING,2015
CS 7780,Special Topics in Networks,3.41,059,No,No,SPRING,2015
CS 7990,Thesis,3.66,059,No,No,SPRING,2015
CS 5330,Pattern Recognition and Computer Vision,3.67,059,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.66,059,No,No,FALL,2015
CS 5100,Foundations of Artificial Intelligence,3.47,059,No,No,FALL,2015
CS 6810,Distributed Algorithms,3.64,059,No,No,SPRING,2015
CS 5150,Game Artificial Intelligence,3.43,059,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.35,060,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.4,060,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.86,060,No,No,SPRING,2015
CS 5006,Algorithms,3.46,060,No,No,SPRING,2015
CS 5007,Computer Systems,3.4,060,No,No,SPRING,2015
CS 5310,Computer Graphics,3.47,060,No,No,FALL,2015
CS 5800,Algorithms,3.41,060,No,No,FALL,2015
CS 8674,Master’s Project,3.59,060,No,No,FALL,2015
CS 7140,Advanced Machine Learning,3.62,060,No,No,FALL,2015
CS 6650,Building Scalable Distributed Systems,3.61,060,No,No,FALL,2015
CS 5335,Robotic Science and Systems,3.55,060,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.54,061,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.6,061,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.76,061,No,No,FALL,2014
CS 5006,Algorithms,3.54,061,No,No,FALL,2014
CS 5007,Computer Systems,3.59,061,No,No,SPRING,2014
CS 6710,Wireless Network,3.69,061,No,No,FALL,2014
CS 6810,Distributed Algorithms,3.35,061,No,No,FALL,2014
CS 6800,Application of Information Theory,3.58,061,No,No,SPRING,2014
CS 5770,Software Vulnerabilities and Security,3.25,061,No,No,SPRING,2014
CS 7480,Special Topics in Programming Language,3.63,061,No,No,FALL,2014
CS 6412,Semantics of Programming Language,3.65,061,No,No,FALL,2014
CS 5350,Applied Geometric Representation and Computation,3.39,061,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.48,062,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.44,062,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.56,062,No,No,SPRING,2016
CS 5006,Algorithms,3.93,062,No,No,SPRING,2016
CS 5007,Computer Systems,3.65,062,No,No,FALL,2016
CS 6760,"Privacy, Security, and Usability",3.52,062,No,No,FALL,2016
CS 6120,Natural Language Processing,3.5,062,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.4,063,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.53,063,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.44,063,No,No,FALL,2016
CS 5006,Algorithms,3.31,063,No,No,SPRING,2016
CS 5007,Computer Systems,3.41,063,No,No,FALL,2016
CS 6520,Methods of Software Development,3.45,063,No,No,FALL,2016
CS 5320,Digital Image Processing,3.49,063,No,No,SPRING,2016
CS 7470,Seminar in Programming Languages,3.56,063,No,No,SPRING,2016
CS 6412,Semantics of Programming Language,3.64,063,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.17,064,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.4,064,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.61,064,No,No,SPRING,2015
CS 5006,Algorithms,3.43,064,No,No,SPRING,2015
CS 5007,Computer Systems,3.56,064,No,No,SPRING,2015
CS 8674,Master’s Project,3.42,064,No,No,SPRING,2015
CS 7180,Special Topics in Artificial Intelligence,3.43,064,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.41,064,No,No,FALL,2015
CS 5620,Computer Architecture,3.53,064,No,No,SPRING,2015
CS 5520,Mobile Application Development,3.48,064,No,No,SPRING,2015
CS 8982,Readings,3.44,064,No,No,FALL,2015
CS 7680,Special Topics in Computer Systems,3.44,064,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.31,065,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.45,065,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.53,065,No,No,SPRING,2014
CS 5006,Algorithms,3.6,065,No,No,SPRING,2014
CS 5007,Computer Systems,3.62,065,No,No,SPRING,2014
CS 6750,Cryptography and Communications Security,3.54,065,No,No,SPRING,2014
CS 5800,Algorithms,3.58,065,No,No,SPRING,2014
CS 7770,Seminar in Computer Networks,3.24,065,No,No,FALL,2014
CS 5500,Managing Software Development,3.72,065,No,No,SPRING,2014
CS 7670,Seminar in Computer Systems,3.66,065,No,No,SPRING,2014
CS 5700,Fundamentals of Computer Networking,3.5,065,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.68,066,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.61,066,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.42,066,No,No,SPRING,2017
CS 5006,Algorithms,3.69,066,No,No,FALL,2017
CS 5007,Computer Systems,3.46,066,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.6,067,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.67,067,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.66,067,No,No,SPRING,2014
CS 5006,Algorithms,3.4,067,No,No,FALL,2014
CS 5007,Computer Systems,3.57,067,No,No,FALL,2014
CS 6220,Data Mining Techniques,3.2,067,No,No,SPRING,2014
CS 7680,Special Topics in Computer Systems,3.3,067,No,No,SPRING,2014
CS 6810,Distributed Algorithms,3.35,067,No,No,SPRING,2014
CS 6540,Foundations of Formal Methods and Software Analysis,3.53,067,No,No,SPRING,2014
CS 5620,Computer Architecture,3.31,067,No,No,SPRING,2014
CS 6520,Methods of Software Development,3.68,067,No,No,SPRING,2014
CS 5150,Game Artificial Intelligence,3.75,067,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.54,068,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.27,068,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.43,068,No,No,SPRING,2016
CS 5006,Algorithms,3.17,068,No,No,FALL,2016
CS 5007,Computer Systems,3.51,068,No,No,FALL,2016
CS 7370,Seminar in Graphics/Image Processing,3.79,068,No,No,SPRING,2016
CS 5850,Building Game Engines,3.72,068,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.44,068,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.56,069,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.54,069,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.68,069,No,No,SPRING,2016
CS 5006,Algorithms,3.52,069,No,No,SPRING,2016
CS 5007,Computer Systems,3.51,069,No,No,FALL,2016
CS 7775,Seminar in Computer Security,3.61,069,No,No,FALL,2016
CS 5850,Building Game Engines,3.44,069,No,No,SPRING,2016
CS 5500,Managing Software Development,3.41,069,No,No,FALL,2016
CS 7270,Seminar in Database Systems,3.62,069,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.45,070,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.28,070,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.74,070,No,No,FALL,2015
CS 5006,Algorithms,3.61,070,No,No,SPRING,2015
CS 5007,Computer Systems,3.56,070,No,No,FALL,2015
CS 6740,Network Security,3.52,070,No,No,SPRING,2015
CS 5800,Algorithms,3.37,070,No,No,FALL,2015
CS 7770,Seminar in Computer Networks,3.56,070,No,No,FALL,2015
CS 6530,Analysis of Software Artifacts,3.68,070,No,No,SPRING,2015
CS 6240,Large-Scale Parallel Data Processing,3.69,070,No,No,SPRING,2015
CS 6650,Building Scalable Distributed Systems,3.72,070,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.36,071,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.48,071,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.61,071,No,No,SPRING,2017
CS 5006,Algorithms,3.26,071,No,No,SPRING,2017
CS 5007,Computer Systems,3.61,071,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.45,072,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.61,072,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.46,072,No,No,SPRING,2014
CS 5006,Algorithms,3.76,072,No,No,SPRING,2014
CS 5007,Computer Systems,3.51,072,No,No,FALL,2014
CS 5620,Computer Architecture,3.44,072,No,No,SPRING,2014
CS 5770,Software Vulnerabilities and Security,3.52,072,No,No,FALL,2014
CS 6760,"Privacy, Security, and Usability",3.61,072,No,No,SPRING,2014
CS 6200,Information Retrieval,3.14,072,No,No,SPRING,2014
CS 7575,Seminar in Software Engineering,3.51,072,No,No,SPRING,2014
CS 6750,Cryptography and Communications Security,3.74,072,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.54,073,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.59,073,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.71,073,No,No,SPRING,2015
CS 5006,Algorithms,3.7,073,No,No,FALL,2015
CS 5007,Computer Systems,3.6,073,No,No,FALL,2015
CS 7370,Seminar in Graphics/Image Processing,3.69,073,No,No,FALL,2015
CS 7570,Seminar in Software Development,3.63,073,No,No,FALL,2015
CS 6535,Engineering Reliable Software,3.67,073,No,No,SPRING,2015
CS 6710,Wireless Network,3.59,073,No,No,SPRING,2015
CS 7180,Special Topics in Artificial Intelligence,3.77,073,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.56,074,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.65,074,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.58,074,No,No,FALL,2017
CS 5006,Algorithms,3.48,074,No,No,FALL,2017
CS 5007,Computer Systems,3.65,074,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.47,075,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.25,075,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.31,075,No,No,SPRING,2016
CS 5006,Algorithms,3.67,075,No,No,SPRING,2016
CS 5007,Computer Systems,3.56,075,No,No,SPRING,2016
CS 7470,Seminar in Programming Languages,3.86,075,No,No,SPRING,2016
CS 6412,Semantics of Programming Language,3.19,075,No,No,FALL,2016
CS 7580,Special Topics in Software Engineering,3.28,075,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.67,076,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.52,076,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.51,076,No,No,FALL,2014
CS 5006,Algorithms,3.59,076,No,No,SPRING,2014
CS 5007,Computer Systems,3.3,076,No,No,FALL,2014
CS 6535,Engineering Reliable Software,3.45,076,No,No,SPRING,2014
CS 5770,Software Vulnerabilities and Security,3.37,076,No,No,SPRING,2014
CS 6710,Wireless Network,3.47,076,No,No,FALL,2014
CS 5350,Applied Geometric Representation and Computation,3.55,076,No,No,FALL,2014
CS 5500,Managing Software Development,3.25,076,No,No,SPRING,2014
CS 5200,Database Management Systems,3.67,076,No,No,FALL,2014
CS 5700,Fundamentals of Computer Networking,3.56,076,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.63,077,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.51,077,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.64,077,No,No,FALL,2017
CS 5006,Algorithms,3.48,077,No,No,SPRING,2017
CS 5007,Computer Systems,3.75,077,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.29,078,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.43,078,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.35,078,No,No,FALL,2015
CS 5006,Algorithms,3.76,078,No,No,SPRING,2015
CS 5007,Computer Systems,3.4,078,No,No,FALL,2015
CS 6200,Information Retrieval,3.7,078,No,No,FALL,2015
CS 6140,Machine Learning,3.15,078,No,No,FALL,2015
CS 7770,Seminar in Computer Networks,3.66,078,No,No,SPRING,2015
CS 6810,Distributed Algorithms,3.79,078,No,No,SPRING,2015
CS 7870,Seminar in Theoretical Computer Science,3.29,078,No,No,FALL,2015
CS 6350,Empirical Research Methods,3.38,078,No,No,FALL,2015
CS 5500,Managing Software Development,3.46,078,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.39,079,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.58,079,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.65,079,No,No,SPRING,2015
CS 5006,Algorithms,3.46,079,No,No,FALL,2015
CS 5007,Computer Systems,3.6,079,No,No,SPRING,2015
CS 5335,Robotic Science and Systems,3.31,079,No,No,FALL,2015
CS 6535,Engineering Reliable Software,3.53,079,No,No,SPRING,2015
CS 6610,Parallel Computing,3.48,079,No,No,FALL,2015
CS 6740,Network Security,3.26,079,No,No,FALL,2015
CS 5010,Programming Design Paradigm,3.65,079,No,No,FALL,2015
CS 7380,Special Topics in Graphics/Image Processing,3.34,079,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.2,080,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.56,080,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.22,080,No,No,FALL,2014
CS 5006,Algorithms,3.43,080,No,No,FALL,2014
CS 5007,Computer Systems,3.29,080,No,No,FALL,2014
CS 6650,Building Scalable Distributed Systems,3.53,080,No,No,SPRING,2014
CS 7880,Special Topics in Theories of Computer Science,3.52,080,No,No,SPRING,2014
CS 7805,Theory of Computation,3.23,080,No,No,FALL,2014
CS 7170,Seminar in Artificial Intelligence,3.69,080,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.28,080,No,No,FALL,2014
CS 5320,Digital Image Processing,3.58,080,No,No,SPRING,2014
CS 5650,High Performance Computing,3.53,080,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.24,081,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.5,081,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.19,081,No,No,SPRING,2017
CS 5006,Algorithms,3.67,081,No,No,SPRING,2017
CS 5007,Computer Systems,3.66,081,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.46,082,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.57,082,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.8,082,No,No,FALL,2016
CS 5006,Algorithms,3.54,082,No,No,SPRING,2016
CS 5007,Computer Systems,3.73,082,No,No,SPRING,2016
CS 5500,Managing Software Development,3.71,082,No,No,FALL,2016
CS 6740,Network Security,3.29,082,No,No,FALL,2016
CS 7990,Thesis,3.63,082,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.55,083,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.56,083,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.55,083,No,No,SPRING,2014
CS 5006,Algorithms,3.35,083,No,No,FALL,2014
CS 5007,Computer Systems,3.58,083,No,No,FALL,2014
CS 6240,Large-Scale Parallel Data Processing,3.17,083,No,No,SPRING,2014
CS 6750,Cryptography and Communications Security,3.52,083,No,No,FALL,2014
CS 7480,Special Topics in Programming Language,3.67,083,No,No,FALL,2014
CS 5400,Principles of Programming Language,3.78,083,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.35,083,No,No,SPRING,2014
CS 8982,Readings,3.32,083,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.57,084,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.4,084,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.35,084,No,No,FALL,2016
CS 5006,Algorithms,3.57,084,No,No,FALL,2016
CS 5007,Computer Systems,3.63,084,No,No,FALL,2016
CS 6760,"Privacy, Security, and Usability",3.44,084,No,No,SPRING,2016
CS 8674,Master’s Project,3.18,084,No,No,FALL,2016
CS 7140,Advanced Machine Learning,3.53,084,No,No,FALL,2016
CS 6740,Network Security,3.75,084,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.51,085,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.33,085,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.58,085,No,No,SPRING,2017
CS 5006,Algorithms,3.69,085,No,No,SPRING,2017
CS 5007,Computer Systems,3.41,085,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.41,086,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.22,086,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.69,086,No,No,SPRING,2016
CS 5006,Algorithms,3.44,086,No,No,FALL,2016
